ID,HW_Platform,Backend,Precision,Category,Output_Tokens,Latency_s,Gross_Energy_J,Net_Energy_J,Power_W,Q_ped,LpW
69,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Mathematics,200,44.4657,1412.5141,1039.0018,31.77,8.475,0.00018344
70,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Mathematics,159,40.5416,1611.2343,1270.685,39.74,8.648,0.00016787
71,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Mathematics,196,39.7524,1830.8143,1496.8944,46.06,8.588,0.00014432
72,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Mathematics,182,34.0027,1371.6598,1086.0375,40.34,8.617,0.00023334
73,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Mathematics,143,30.9202,1337.5115,1077.7822,43.26,8.414,0.00025248
74,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Mathematics,194,40.1876,1556.8744,1219.2988,38.74,8.205,0.00016745
75,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Mathematics,200,41.9051,1585.8449,1233.8422,37.84,7.948,0.00015372
76,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Mathematics,159,34.6549,1366.5968,1075.4957,39.43,7.329,0.00019664
77,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Mathematics,177,41.4138,1459.6144,1111.7381,35.24,8.403,0.00018251
78,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Mathematics,140,41.8903,1454.7143,1102.836,34.73,8.329,0.00018029
79,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Mathematics,150,29.9576,1274.1568,1022.5133,42.53,8.508,0.00027775
80,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Mathematics,200,36.6583,1572.7595,1264.8295,42.9,7.598,0.00016387
81,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Mathematics,167,43.7992,1516.8166,1148.9031,34.63,8.55,0.00016991
82,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Mathematics,153,43.6901,1812.6154,1445.6184,41.49,9.226,0.00014608
83,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Mathematics,183,35.3702,1336.8377,1039.7284,37.8,8.278,0.0002251
84,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Mathematics,166,42.4556,1668.0528,1311.4256,39.29,8.21,0.00014746
85,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Mathematics,167,47.121,1871.2109,1475.3945,39.71,8.388,0.00012065
86,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Mathematics,194,45.7962,1904.2161,1519.5281,41.58,9.216,0.00013244
87,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Mathematics,152,41.0855,1577.2507,1232.1329,38.39,7.749,0.00015307
88,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Mathematics,158,39.0729,1681.5256,1353.313,43.04,8.338,0.00015768
89,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Mathematics,181,38.2015,1496.8488,1175.9559,39.18,7.856,0.00017488
90,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Mathematics,199,44.1262,1777.6094,1406.9491,40.28,7.977,0.00012849
91,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Mathematics,200,42.6536,1500.705,1142.4151,35.18,8.216,0.00016861
92,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Mathematics,163,44.9988,2054.4332,1676.4434,45.66,8.887,0.00011781
93,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Mathematics,198,42.3121,1681.6692,1326.2474,39.74,9.104,0.00016223
94,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Mathematics,160,46.0213,1868.2583,1481.6792,40.6,8.455,0.00012399
95,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Mathematics,200,42.1108,1367.3945,1013.6638,32.47,8.059,0.0001888
96,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Mathematics,153,45.8373,1614.4153,1229.3818,35.22,9.437,0.00016747
97,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Mathematics,200,46.3024,1964.7327,1575.7922,42.43,8.035,0.00011012
98,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Mathematics,163,37.2556,1456.8457,1143.899,39.1,7.966,0.00018692
99,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Mathematics,200,31.836,999.7075,732.2849,31.4,7.388,0.0003169
100,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Mathematics,191,49.9349,2083.9822,1664.5294,41.73,8.91,0.0001072
101,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,155,42.986,1555.9524,1194.8703,36.2,8.705,0.00016948
102,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,166,32.3418,1391.9774,1120.3065,43.04,9.401,0.00025946
103,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,195,37.7454,1426.4949,1109.4338,37.79,7.573,0.00018084
104,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,200,45.7681,1776.5571,1392.1048,38.82,8.94,0.00014031
105,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,176,40.0897,1692.8432,1356.0894,42.23,8.274,0.00015219
106,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,178,38.8349,1357.6194,1031.4065,34.96,8.627,0.00021538
107,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,194,49.1648,1702.3317,1289.3477,34.63,7.449,0.00011751
108,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,180,35.9446,1344.7704,1042.8354,37.41,8.945,0.00023863
109,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,149,37.29,1528.7063,1215.4705,41.0,8.618,0.00019014
110,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,160,42.7415,1429.3578,1070.3293,33.44,8.221,0.0001797
111,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,183,43.7085,1410.1169,1042.9659,32.26,8.55,0.00018756
112,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,200,44.2803,1814.7386,1442.7845,40.98,7.873,0.00012323
113,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,200,46.5207,1674.2597,1283.486,35.99,7.962,0.00013335
114,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,195,42.6723,1567.2354,1208.7879,36.73,8.018,0.00015544
115,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,184,44.2427,1398.12,1026.4815,31.6,7.351,0.00016187
116,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,194,40.2003,1436.0973,1098.415,35.72,8.654,0.00019598
117,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,163,41.9386,1596.7488,1244.4648,38.07,8.812,0.00016884
118,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,174,42.1807,1744.438,1390.1202,41.36,7.903,0.00013478
119,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,159,42.7615,1513.7879,1154.591,35.4,8.407,0.00017028
120,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,150,45.7717,2009.4157,1624.9333,43.9,8.113,0.00010908
121,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,185,44.5978,1592.3218,1217.7004,35.7,8.398,0.00015464
122,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,182,41.8388,1494.0282,1142.5825,35.71,7.939,0.00016607
123,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,193,37.2307,1618.8197,1306.0816,43.48,7.816,0.00016074
124,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,190,41.9654,1629.9417,1277.4322,38.84,8.745,0.00016313
125,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,183,41.4487,1499.1131,1150.944,36.17,8.209,0.00017208
126,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,190,42.6432,1601.5514,1243.3487,37.56,9.211,0.00017373
127,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,177,53.5152,2292.3657,1842.8377,42.84,8.262,8.378e-05
128,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,187,38.7716,1676.1637,1350.4821,43.23,7.795,0.00014887
129,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,162,43.8804,1546.3976,1177.8026,35.24,8.829,0.00017083
130,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,186,47.3697,1797.7501,1399.8447,37.95,8.543,0.00012883
131,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,192,42.1292,1618.4167,1264.5314,38.42,8.589,0.00016122
132,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,163,54.2244,1878.7744,1423.2898,34.65,8.811,0.00011417
133,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,179,39.5586,1499.4723,1167.1802,37.91,7.927,0.00017168
134,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,164,43.3501,1652.4457,1288.305,38.12,8.179,0.00014645
135,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,166,37.2864,1569.414,1256.2078,42.09,8.158,0.00017417
136,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,153,39.7018,1680.4165,1346.9216,42.33,7.62,0.0001425
137,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,200,42.9442,1586.6939,1225.9623,36.95,8.113,0.0001541
138,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,200,46.17,1724.5048,1336.6765,37.35,8.881,0.0001439
139,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,189,43.3231,1751.3378,1387.4237,40.43,8.354,0.00013898
140,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,200,48.3992,1744.881,1338.3275,36.05,7.594,0.00011724
141,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,173,41.0872,1650.0713,1304.939,40.16,7.493,0.00013975
142,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,200,39.8063,1504.3723,1169.9995,37.79,9.039,0.00019408
143,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,172,56.2015,1950.592,1478.4993,34.71,8.197,9.865e-05
144,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,183,43.7289,1519.6256,1152.3029,34.75,7.929,0.00015736
145,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,169,37.7148,1627.9482,1311.1439,43.16,8.108,0.00016397
146,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,186,37.851,1421.3997,1103.4515,37.55,7.531,0.00018031
147,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,196,36.5095,1600.623,1293.9429,43.84,8.923,0.00018888
148,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,175,46.6575,1693.7724,1301.8496,36.3,8.051,0.00013255
149,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,200,39.6324,1550.387,1217.4752,39.12,8.896,0.00018437
150,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,183,42.2878,1965.2968,1610.0797,46.47,8.265,0.00012139
151,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,183,41.2571,1419.2074,1072.6482,34.4,8.926,0.0002017
152,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,158,45.5501,1432.8978,1050.2773,31.46,8.363,0.00017481
153,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,187,37.0276,1577.4885,1266.4568,42.6,8.65,0.00018446
154,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,175,35.7919,1260.096,959.4439,35.21,8.585,0.00025
155,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,164,42.8112,1628.0043,1268.3902,38.03,8.539,0.00015725
156,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,160,44.8452,1616.6367,1239.9372,36.05,8.407,0.00015119
157,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,200,43.3957,1694.1051,1329.5814,39.04,8.128,0.00014087
158,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,172,37.2289,1294.5669,981.8437,34.77,9.159,0.00025057
159,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,145,45.2584,1695.8424,1315.6717,37.47,7.805,0.00013108
160,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,162,37.5832,1491.0872,1175.3888,39.67,8.242,0.00018658
161,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,176,38.7837,1340.7878,1015.0048,34.57,8.247,0.0002095
162,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,190,36.5027,1301.3088,994.6865,35.65,8.433,0.00023226
163,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,190,48.6263,1793.5386,1385.078,36.88,8.034,0.00011929
164,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,192,45.0205,1490.1393,1111.9673,33.1,8.391,0.00016761
165,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,163,44.867,1643.0747,1266.1922,36.62,8.159,0.00014362
166,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,185,48.3349,1861.6584,1455.6449,38.52,7.481,0.00010633
167,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,158,56.7883,2084.2205,1607.1987,36.7,8.245,9.034e-05
168,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,164,32.3702,1202.5581,930.6485,37.15,7.712,0.000256
169,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,157,37.6128,1430.4265,1114.4792,38.03,7.407,0.0001767
170,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,151,38.2727,1370.3485,1048.8582,35.8,8.306,0.00020691
171,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,200,37.0056,1499.4185,1188.5716,40.52,8.474,0.00019266
172,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,193,35.7811,1543.0908,1242.53,43.13,8.493,0.00019103
173,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,199,39.9819,1458.3256,1122.4778,36.47,8.512,0.00018967
174,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,178,35.0303,1394.1443,1099.8894,39.8,7.312,0.00018978
175,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,195,43.4092,1617.486,1252.8485,37.26,7.587,0.0001395
176,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,139,41.8792,1649.1685,1297.3835,39.38,9.187,0.00016909
177,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,196,44.1976,1926.1395,1554.8801,43.58,7.737,0.00011258
178,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,181,44.3417,1768.362,1395.8914,39.88,8.533,0.00013786
179,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,191,44.8562,1430.6022,1053.8098,31.89,7.91,0.00016734
